HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Value_1,Value_2,Value_3,yield,yield_std
175,0,0,0,0,0,1,10,10,10,60,0,0,7,3.75,0.478375,3.0835,0.7445,0.91245,9.590075,1.656,5.33925,3.2724,0.5765,113.61455,1.1344,11.144,8.2065,13.104,0.03335,0.276175,1.5686,1115.579547,1143.052151,1153.601289,1137.410996,19.62855551
200,0,0,0,0,1,0,5,10,60,20,0.4,0.2,3,7.5,0.478375,1.54175,0.7445,0.91245,5.23095,2.76,9.076725,0.3636,1.153,84.8687,1.9852,2.786,1.6413,72.8,0.050025,2.76175,2.74505,1584.880919,987.6757399,777.2681588,1116.608273,418.9597726
175,0,0,1,0,0,0,0,40,20,40,2,0.2,5,8.75,0.95675,2.4668,6.7005,0.456225,0.871825,0.552,0.533925,1.4544,2.8825,84.8687,2.2688,0.398,5.74455,30.576,0.150075,0.276175,1.5686,159.3019445,163.2577493,181.6528639,168.0708526,11.92750484
100,0,0,0,0,1,0,7.5,40,40,40,0.2,0.1,3,3.75,3.0616,2.4668,5.956,1.52075,1.74365,3.312,1.601775,3.636,0.5765,113.61455,0.8508,1.99,5.74455,23.296,0.1334,3.86645,0.7843,1254.216474,1520.156625,1164.907917,1313.093672,184.7980099
150,1,0,0,0,0,0,7.5,2.5,10,60,0.1,0,8,2.5,4.01835,2.15845,5.2115,0.91245,9.590075,1.104,0.533925,1.818,2.8825,113.61455,0.8508,8.358,4.9239,23.296,0.083375,1.933225,2.74505,1339.920012,1582.876857,1687.740057,1536.845642,178.4204318
125,0,0,0,0,1,0,5,2.5,60,80,0.3,0.1,8,3.75,1.72215,2.15845,0.7445,0.6083,0.871825,4.416,12.280275,2.9088,2.01775,26.00815,1.1344,2.786,8.2065,23.296,0.050025,5.247325,1.17645,1137.810968,1031.259975,983.1897607,1050.753568,79.1323547
200,0,0,0,0,1,0,15,10,60,80,0.4,0,10,10,4.01835,2.77515,5.956,1.52075,9.590075,0.552,0.533925,3.636,1.7295,34.22125,2.2688,4.776,4.9239,13.104,0.083375,1.933225,2.3529,1144.354434,1605.377547,1709.984604,1486.572195,300.9491752
50,0,0,0,0,0,1,5,5,80,20,0,0.4,7,10,1.72215,2.77515,2.978,1.52075,17.4365,3.864,16.551675,3.2724,0.86475,62.9671,2.2688,6.368,7.38585,13.104,0.116725,1.933225,1.5686,409.3122013,693.2847394,516.4070825,539.6680077,143.4081712
175,0,0,0,0,1,0,15,10,80,20,3,0.2,4,10,0.478375,1.54175,5.2115,0.6083,5.23095,3.312,1.601775,2.1816,2.01775,26.00815,2.5524,8.358,4.10325,13.104,0.116725,5.247325,1.96075,506.5623993,815.5569966,,661.059698,218.4921751
50,1,0,0,0,0,0,5,20,40,5,0,0.4,5,6.25,0.95675,3.0835,4.467,1.2166,1.74365,4.416,2.669625,1.818,2.59425,113.61455,2.2688,8.358,6.5652,23.296,0.116725,4.97115,2.74505,456.1819263,419.3577508,366.6134891,414.0510554,45.0194069
125,0,0,1,0,0,0,2.5,5,40,20,0.4,0.2,3,10,0.478375,2.15845,0.7445,0.6083,6.9746,3.864,12.280275,2.5452,0.86475,62.9671,1.9852,4.776,6.5652,30.576,0.150075,4.97115,1.17645,1704.907142,1996.952345,1940.853819,1880.904435,154.9775681
200,0,0,0,0,1,0,12.5,20,20,5,0.2,0,7,3.75,0.287025,1.8501,4.467,2.889425,2.615475,4.968,1.601775,1.0908,0.5765,26.00815,0.8508,14.726,6.5652,72.8,0.16675,3.86645,0.39215,1084.063514,1390.159072,1275.047695,1249.75676,154.6070703
200,0,1,0,0,0,0,0,2.5,40,10,0.1,0.2,4,3.75,0.478375,3.0835,5.956,1.52075,9.590075,2.208,1.601775,1.4544,0.28825,84.8687,1.1344,6.368,4.9239,53.872,0.050025,4.97115,3.1372,378.3247432,438.6729082,432.8264639,416.6080384,33.28292728
50,0,0,0,0,1,0,10,60,40,0,0,0.1,8,10,2.2962,2.77515,3.7225,2.12905,1.74365,0.552,1.601775,3.636,0.5765,84.8687,2.836,2.786,4.9239,72.8,0.0667,4.4188,3.1372,858.2301388,336.3260659,338.3767342,510.9776463,300.731228
75,0,0,0,0,1,0,15,20,20,10,0.3,0.2,10,8.75,0.287025,1.54175,3.7225,2.12905,17.4365,4.416,1.601775,2.5452,0.86475,34.22125,2.5524,4.776,6.5652,53.872,0.150075,2.485575,2.74505,1115.461721,808.0089748,1068.138223,997.2029729,165.5465344
175,0,0,0,0,1,0,10,5,20,5,0.4,0.4,10,6.25,3.0616,1.8501,2.978,0.152075,3.4873,2.208,9.076725,1.4544,1.7295,46.5409,1.418,8.358,4.9239,40.768,0.0667,4.97115,1.96075,1912.069431,1693.410234,1369.689694,1658.389786,272.8805024
100,0,0,0,0,1,0,5,5,80,2.5,1,0,6,7.5,0.095675,1.2334,2.978,0.152075,9.590075,4.416,16.551675,3.636,2.01775,62.9671,1.418,6.368,5.74455,72.8,0.03335,0.828525,2.3529,752.899156,,880.7940469,816.8466015,90.43534463
200,0,0,0,0,1,0,2.5,10,60,2.5,0.1,0.4,4,10,0.95675,2.4668,1.489,0.91245,6.9746,4.416,0.533925,0.7272,2.306,113.61455,1.9852,11.144,3.2826,7.28,0.03335,0.828525,2.3529,,444.4057427,264.3424067,354.3740747,127.3240059
100,0,0,0,1,0,0,0,5,5,20,0.3,0,10,5,0.095675,2.77515,2.978,0.6083,6.9746,2.76,0.533925,0.3636,0.86475,84.8687,1.418,11.144,5.74455,23.296,0.016675,2.76175,3.1372,265.7815149,312.8859089,336.726847,305.1314236,36.10275707
75,0,1,0,0,0,0,10,5,40,60,0.1,0.2,5,3.75,0.478375,1.54175,2.978,1.52075,17.4365,0.552,1.601775,0.3636,0.86475,113.61455,0.2836,19.9,0.82065,53.872,0.150075,4.4188,1.5686,788.6080548,1360.037843,1014.274406,1054.306768,287.810603
75,0,0,0,1,0,0,7.5,10,2.5,0,0.4,0,2,7.5,1.72215,1.8501,5.2115,2.889425,1.74365,0.552,2.669625,3.2724,1.44125,84.8687,0.8508,8.358,8.2065,13.104,0.016675,3.037925,0.7843,970.8865095,1462.301367,1427.806232,1286.998036,274.3033933
75,0,0,1,0,0,0,0,20,80,20,0,0.4,4,7.5,2.2962,3.0835,0.7445,0.30415,2.615475,1.656,2.669625,2.1816,2.01775,84.8687,1.1344,4.776,7.38585,7.28,0.016675,4.4188,1.17645,213.7718447,816.2294794,344.0045963,458.0019735,316.9942459
75,0,0,0,0,0,1,7.5,60,80,20,0.5,0.2,9,5,0.95675,1.54175,2.978,1.2166,9.590075,4.416,1.601775,3.636,1.153,84.8687,0.2836,2.786,3.2826,40.768,0.16675,4.694975,1.96075,481.6179003,,428.9624327,455.2901665,37.23303821
75,1,0,0,0,0,0,7.5,40,2.5,80,0.4,0,7,7.5,1.72215,2.15845,5.2115,1.2166,13.077375,3.312,1.601775,1.4544,1.153,84.8687,1.7016,8.358,4.9239,53.872,0.150075,0.828525,2.74505,847.8338934,1278.396034,1203.08575,1109.771892,229.9490079
200,0,0,0,0,1,0,5,2.5,80,20,0.5,0,8,7.5,7.175625,0.6167,5.2115,0.152075,3.4873,3.864,1.601775,1.4544,2.306,26.00815,0.5672,11.144,7.38585,13.104,0.16675,3.86645,1.96075,694.4386428,974.745208,1163.545746,944.2431989,236.0363277
125,0,0,1,0,0,0,10,20,40,20,1,0.4,8,6.25,0.287025,3.0835,1.489,1.52075,3.4873,2.76,2.669625,3.636,2.306,113.61455,1.7016,6.368,2.46195,13.104,0.1334,0.828525,2.3529,850.0130195,1667.689671,1138.660695,1218.787795,414.6854721
125,0,0,0,0,1,0,5,5,40,20,0.1,0,9,6.25,2.2962,0.92505,2.978,2.889425,1.74365,1.104,16.551675,1.0908,0.86475,113.61455,1.418,11.144,5.74455,4.368,0.150075,3.590275,2.3529,752.7705705,1099.210637,1195.298107,1015.759772,232.7674598
175,0,0,0,0,0,1,5,10,20,40,0.5,0.2,3,8.75,3.0616,2.15845,4.467,2.12905,6.9746,2.208,12.280275,1.4544,1.44125,26.00815,2.836,8.358,5.74455,40.768,0.016675,3.86645,2.3529,1633.92237,1885.967687,1656.900875,1725.596977,139.3595218
150,0,1,0,0,0,0,5,5,5,60,0.2,0.2,10,5,0.287025,1.2334,4.467,2.889425,17.4365,1.104,0.533925,1.4544,2.59425,84.8687,2.2688,8.358,4.9239,53.872,0.03335,2.485575,3.1372,724.7436051,694.1332396,669.9087065,696.2618504,27.47935159
175,0,0,1,0,0,0,2.5,0,5,80,3,0.1,6,5,0.95675,1.8501,5.2115,1.52075,0.871825,0.552,1.601775,2.9088,2.59425,62.9671,0.2836,14.726,6.5652,30.576,0.116725,4.4188,1.17645,1358.132927,1613.417189,688.0235328,1219.857883,477.9417805
175,0,0,0,0,1,0,15,5,20,5,0,0,5,8.75,0.287025,2.4668,5.2115,1.52075,17.4365,4.416,2.669625,3.2724,1.44125,62.9671,0.8508,1.99,4.10325,7.28,0.016675,4.97115,1.96075,1455.489603,601.704432,1565.0147,1207.402912,527.4011025
100,0,0,0,0,1,0,5,0,10,40,0.5,0.4,10,10,0.95675,2.4668,6.7005,0.152075,2.615475,3.864,0.533925,3.2724,2.306,46.5409,0.2836,11.144,0.82065,40.768,0.0667,2.76175,1.17645,551.8651601,214.5714842,226.3860952,330.9409132,191.4171842
